"Feature Name"|"ID"|"Class"|"County"|"State"|"Latitude"|"Longitude"|"Ele(ft*)"|"Map**"|"BGN Date"|"Entry Date"|
"Thatcher Elementary School"|"22684"|"School"|"Graham"|"AZ"|"325109N"|"1094528W"|"2897"|"Thatcher"|""|"27-JUN-1984"
"Thatcher High School"|"22686"|"School"|"Graham"|"AZ"|"325036N"|"1094514W"|"2926"|"Thatcher"|""|"27-JUN-1984"
"Thatcher Middle School"|"2545034"|"School"|"Graham"|"AZ"|"325106N"|"1094527W"|"2900"|"Thatcher"|""|"20-APR-2009"
"Triumphant Learning Center"|"2544991"|"School"|"Graham"|"AZ"|"324959N"|"1094217W"|"2917"|"Safford"|""|"20-APR-2009"
"University Archeological School"|"22691"|"School"|"Graham"|"AZ"|"332111N"|"1094438W"|"5922"|"Point of Pines East"|""|"27-JUN-1984"
"Blue School"|"39924"|"School"|"Greenlee"|"AZ"|"333811N"|"1090531W"|"5866"|"Maness Peak"|""|"27-JUN-1984"
"Clifton High School"|"39947"|"School"|"Greenlee"|"AZ"|"330239N"|"1091736W"|"3461"|"Clifton"|""|"27-JUN-1984"
"Coronado Elementary School"|"39953"|"School"|"Greenlee"|"AZ"|"330436N"|"1092200W"|"4800"|"Clifton"|""|"27-JUN-1984"
"Duncan Elementary School"|"22716"|"School"|"Greenlee"|"AZ"|"324451N"|"1090514W"|"3770"|"Duncan"|""|"27-JUN-1984"
"Duncan Primary School"|"2544804"|"School"|"Greenlee"|"AZ"|"324445N"|"1090513W"|"3766"|"Duncan"|""|"20-APR-2009"
"Duncan Union High School"|"22719"|"School"|"Greenlee"|"AZ"|"324328N"|"1090636W"|"3658"|"Duncan"|""|"27-JUN-1984"
"Eagle Creek School"|"1853523"|"School"|"Greenlee"|"AZ"|"332133N"|"1092933W"|"4892"|"Bee Canyon"|""|"28-FEB-2000"
"Fairbanks Elementary School"|"2544953"|"School"|"Greenlee"|"AZ"|"330239N"|"1091921W"|"3993"|"Clifton"|""|"20-APR-2009"
"Greenlee Alternative School"|"2544966"|"School"|"Greenlee"|"AZ"|"330317N"|"1091753W"|"3461"|"Clifton"|""|"20-APR-2009"
"Humboldt Elementary School"|"40004"|"School"|"Greenlee"|"AZ"|"330436N"|"1092202W"|"4806"|"Clifton"|""|"27-JUN-1984"
"Laugharn Elementary School"|"40014"|"School"|"Greenlee"|"AZ"|"330234N"|"1091736W"|"3468"|"Clifton"|""|"27-JUN-1984"
"Liem Primary School"|"40018"|"School"|"Greenlee"|"AZ"|"330247N"|"1091730W"|"3471"|"Clifton"|""|"27-JUN-1984"
"Longfellow Elementary School"|"40024"|"School"|"Greenlee"|"AZ"|"330330N"|"1091948W"|"4229"|"Clifton"|""|"27-JUN-1984"
"Morenci High School"|"40039"|"School"|"Greenlee"|"AZ"|"330224N"|"1091913W"|"3996"|"Clifton"|""|"27-JUN-1984"
"Murdock Elementary School"|"40042"|"School"|"Greenlee"|"AZ"|"330245N"|"1091907W"|"4104"|"Clifton"|""|"27-JUN-1984"
"Blake Primary School"|"1666"|"School"|"La Paz"|"AZ"|"340902N"|"1141746W"|"417"|"Parker"|""|"08-FEB-1980"
"Bouse Elementary School"|"2543628"|"School"|"La Paz"|"AZ"|"335522N"|"1135959W"|"965"|"Bouse Hills West"|""|"27-APR-2009"
"Colorado River Day School"|"3126"|"School"|"La Paz"|"AZ"|"340415N"|"1142328W"|"348"|"Parker SW"|""|"08-FEB-1980"
"Ehrenberg Elementary School"|"2543479"|"School"|"La Paz"|"AZ"|"333649N"|"1143034W"|"312"|"Blythe"|""|"27-APR-2009"
"Le Pera Elementary School"|"9684"|"School"|"La Paz"|"AZ"|"335631N"|"1142556W"|"315"|"Poston"|""|"08-FEB-1980"
"Parker High School"|"22775"|"School"|"La Paz"|"AZ"|"340833N"|"1141718W"|"417"|"Parker"|""|"27-JUN-1984"
"Quartzsite Elementary School"|"22783"|"School"|"La Paz"|"AZ"|"334033N"|"1141357W"|"869"|"Quartzsite"|""|"27-JUN-1984"
"Salome Elementary School"|"22787"|"School"|"La Paz"|"AZ"|"334654N"|"1133712W"|"1890"|"Salome"|""|"27-JUN-1984"
"Salome High School"|"10737"|"School"|"La Paz"|"AZ"|"334630N"|"1133612W"|"1837"|"Salome"|""|"27-JUN-1984"
"Scholars Academy"|"2543476"|"School"|"La Paz"|"AZ"|"334019N"|"1141226W"|"896"|"Quartzsite"|""|"27-APR-2009"
"Wallace Elementary School"|"13302"|"School"|"La Paz"|"AZ"|"340829N"|"1141726W"|"413"|"Parker"|""|"08-FEB-1980"
"Wallace Junior High School"|"2543582"|"School"|"La Paz"|"AZ"|"340828N"|"1141725W"|"413"|"Parker"|""|"27-APR-2009"
"Wenden Elementary School"|"22798"|"School"|"La Paz"|"AZ"|"334928N"|"1133228W"|"1873"|"Salome"|""|"27-JUN-1984"
"91st Psalm Christian School"|"2517469"|"School"|"Maricopa"|"AZ"|"332244N"|"1120216W"|"1178"|"Phoenix"|""|"26-FEB-2009"
"Abiding Savior School"|"2517565"|"School"|"Maricopa"|"AZ"|"332728N"|"1115549W"|"1237"|"Tempe"|""|"26-FEB-2009"
"Abraham Lincoln Traditional School"|"2467194"|"School"|"Maricopa"|"AZ"|"333451N"|"1120839W"|"1234"|"Glendale"|""|"16-JUL-2008"
"Acacia Elementary School"|"14153"|"School"|"Maricopa"|"AZ"|"333659N"|"1120726W"|"1293"|"Sunnyslope"|""|"27-JUN-1984"
"Academy of Arizona North Campus"|"2467195"|"School"|"Maricopa"|"AZ"|"333609N"|"1120745W"|"1270"|"Glendale"|""|"16-JUL-2008"
"Academy of Excellence"|"2467196"|"School"|"Maricopa"|"AZ"|"332713N"|"1120012W"|"1135"|"Phoenix"|""|"16-JUL-2008"
"Academy with Community Partners"|"2467197"|"School"|"Maricopa"|"AZ"|"332334N"|"1114910W"|"1217"|"Mesa"|""|"16-JUL-2008"
"Accelerated Learning Center"|"2467198"|"School"|"Maricopa"|"AZ"|"333455N"|"1115933W"|"1417"|"Paradise Valley"|""|"16-JUL-2008"
"Acclaim Academy"|"2467199"|"School"|"Maricopa"|"AZ"|"332942N"|"1121331W"|"1079"|"Fowler"|""|"16-JUL-2008"
"Accommodation School"|"2517527"|"School"|"Maricopa"|"AZ"|"333558N"|"1120713W"|"1276"|"Sunnyslope"|""|"26-FEB-2009"
"Ace Elementary School"|"2467200"|"School"|"Maricopa"|"AZ"|"332847N"|"1120633W"|"1099"|"Phoenix"|""|"16-JUL-2008"
"Adams Elementary School"|"14158"|"School"|"Maricopa"|"AZ"|"332405N"|"1115200W"|"1214"|"Mesa"|""|"27-JUN-1984"
"Adams School"|"487"|"School"|"Maricopa"|"AZ"|"332659N"|"1120502W"|"1083"|"Phoenix"|""|"08-FEB-1980"
"Adobe Adventist Christian School"|"2517713"|"School"|"Maricopa"|"AZ"|"332548N"|"1113701W"|"1631"|"Apache Junction"|""|"26-FEB-2009"
"Adobe Mountain School"|"2517726"|"School"|"Maricopa"|"AZ"|"334214N"|"1120710W"|"1424"|"Union Hills"|""|"26-FEB-2009"
"Agua Fria High School"|"512"|"School"|"Maricopa"|"AZ"|"332624N"|"1122036W"|"978"|"Tolleson"|""|"08-FEB-1980"
"Aguila Elementary School"|"14162"|"School"|"Maricopa"|"AZ"|"335620N"|"1131023W"|"2169"|"Aguila"|""|"27-JUN-1984"
"Aguilar Elementary School"|"14166"|"School"|"Maricopa"|"AZ"|"332209N"|"1115605W"|"1191"|"Guadalupe"|""|"27-JUN-1984"
"Ahwatukee Foothills Montessori School"|"2517664"|"School"|"Maricopa"|"AZ"|"331813N"|"1120047W"|"1214"|"Lone Butte"|""|"26-FEB-2009"
"Ahwatukee Foothills Preparatory School"|"2467201"|"School"|"Maricopa"|"AZ"|"332112N"|"1115830W"|"1283"|"Guadalupe"|""|"16-JUL-2008"
"Air Academy Charter High School"|"2467202"|"School"|"Maricopa"|"AZ"|"332945N"|"1121322W"|"1083"|"Fowler"|""|"16-JUL-2008"
"Aire Libre Elementary School"|"2467203"|"School"|"Maricopa"|"AZ"|"333808N"|"1120218W"|"1421"|"Union Hills"|""|"16-JUL-2008"
"Alfred F Garcia Elementary School"|"2467204"|"School"|"Maricopa"|"AZ"|"332606N"|"1120658W"|"1056"|"Phoenix"|""|"16-JUL-2008"
"Alhambra High School"|"14170"|"School"|"Maricopa"|"AZ"|"333030N"|"1120830W"|"1138"|"Glendale"|""|"27-JUN-1984"
"Alhambra School"|"14171"|"School"|"Maricopa"|"AZ"|"333010N"|"1120822W"|"1129"|"Glendale"|""|"27-JUN-1984"
"Alhambra Traditional School"|"2467205"|"School"|"Maricopa"|"AZ"|"332918N"|"1120822W"|"1106"|"Fowler"|""|"16-JUL-2008"
"All Aboard Charter School"|"2467206"|"School"|"Maricopa"|"AZ"|"333123N"|"1120801W"|"1158"|"Glendale"|""|"16-JUL-2008"
"All Saints Episcopal Day School"|"2467207"|"School"|"Maricopa"|"AZ"|"333147N"|"1120429W"|"1168"|"Sunnyslope"|""|"16-JUL-2008"
"Alma Elementary School"|"610"|"School"|"Maricopa"|"AZ"|"332213N"|"1115144W"|"1204"|"Chandler"|""|"08-FEB-1980"
"Alta E Butler Elementary School"|"14176"|"School"|"Maricopa"|"AZ"|"332729N"|"1120831W"|"1070"|"Fowler"|""|"27-JUN-1984"
"Alta Loma Elementary School"|"14177"|"School"|"Maricopa"|"AZ"|"333421N"|"1121451W"|"1122"|"Glendale"|""|"27-JUN-1984"
"Alta Vista Elementary School"|"616"|"School"|"Maricopa"|"AZ"|"333353N"|"1120735W"|"1220"|"Glendale"|""|"08-FEB-1980"
"Amberlea Elementary School"|"2517625"|"School"|"Maricopa"|"AZ"|"332832N"|"1121427W"|"1047"|"Fowler"|""|"26-FEB-2009"
"American Christian Academy"|"2517477"|"School"|"Maricopa"|"AZ"|"333639N"|"1115728W"|"1414"|"Paradise Valley"|""|"26-FEB-2009"
"American Evangelist Day School"|"14182"|"School"|"Maricopa"|"AZ"|"332957N"|"1120556W"|"1119"|"Phoenix"|""|"27-JUN-1984"
"American Indian College"|"2517519"|"School"|"Maricopa"|"AZ"|"333440N"|"1120534W"|"1273"|"Sunnyslope"|""|"26-FEB-2009"
"Amerischools Academy Camelback Campus"|"2517569"|"School"|"Maricopa"|"AZ"|"333032N"|"1120525W"|"1132"|"Sunnyslope"|""|"26-FEB-2009"
"Amy Houston Academy"|"2517557"|"School"|"Maricopa"|"AZ"|"332251N"|"1120326W"|"1165"|"Phoenix"|""|"26-FEB-2009"
"Anasazi Elementary School"|"2467208"|"School"|"Maricopa"|"AZ"|"333546N"|"1114844W"|"1706"|"Sawik Mountain"|""|"16-JUL-2008"
"Andalucia Middle School"|"2517675"|"School"|"Maricopa"|"AZ"|"333011N"|"1120944W"|"1125"|"Glendale"|""|"26-FEB-2009"
"Andalucia Primary School"|"637"|"School"|"Maricopa"|"AZ"|"333013N"|"1120934W"|"1129"|"Glendale"|""|"08-FEB-1980"
"Anna Marie Jacobson Elementary School"|"2467209"|"School"|"Maricopa"|"AZ"|"331536N"|"1115205W"|"1201"|"Chandler"|""|"16-JUL-2008"
"Anthem Elementary School"|"2517576"|"School"|"Maricopa"|"AZ"|"335126N"|"1120754W"|"1831"|"Biscuit Flat"|""|"26-FEB-2009"
"Apache Elementary School"|"14183"|"School"|"Maricopa"|"AZ"|"332741N"|"1115345W"|"1211"|"Tempe"|""|"27-JUN-1984"
"Apache Elementary School"|"2467210"|"School"|"Maricopa"|"AZ"|"333855N"|"1121441W"|"1224"|"Hedgpeth Hills"|""|"16-JUL-2008"
"Apex Public Charter Academy"|"2467211"|"School"|"Maricopa"|"AZ"|"332913N"|"1120316W"|"1115"|"Phoenix"|""|"16-JUL-2008"
"Apollo College Phoenix Campus"|"2517496"|"School"|"Maricopa"|"AZ"|"333342N"|"1120658W"|"1220"|"Sunnyslope"|""|"26-FEB-2009"
"Apollo College Phoenix Westside Campus"|"2517489"|"School"|"Maricopa"|"AZ"|"333125N"|"1120703W"|"1161"|"Sunnyslope"|""|"26-FEB-2009"
"Apollo High School"|"14185"|"School"|"Maricopa"|"AZ"|"333314N"|"1120932W"|"1191"|"Glendale"|""|"27-JUN-1984"
"Arcadia High School"|"2467212"|"School"|"Maricopa"|"AZ"|"332936N"|"1115849W"|"1240"|"Tempe"|""|"16-JUL-2008"
"Arcadia Music Academy"|"2467213"|"School"|"Maricopa"|"AZ"|"332922N"|"1115739W"|"1257"|"Tempe"|""|"16-JUL-2008"
"Arcadia Neighborhood Learning Center"|"2467214"|"School"|"Maricopa"|"AZ"|"332957N"|"1115655W"|"1306"|"Tempe"|""|"16-JUL-2008"
"Argosy University Phoenix Campus"|"2517508"|"School"|"Maricopa"|"AZ"|"333401N"|"1120623W"|"1224"|"Sunnyslope"|""|"26-FEB-2009"
"Arizona Academy of Science and Technology"|"766"|"School"|"Maricopa"|"AZ"|"332808N"|"1120423W"|"1093"|"Phoenix"|""|"08-FEB-1980"
"Arizona Agribusiness and Equine Center"|"2517512"|"School"|"Maricopa"|"AZ"|"333855N"|"1120041W"|"1473"|"Union Hills"|""|"26-FEB-2009"
"Arizona Agribusiness and Equine School"|"2517518"|"School"|"Maricopa"|"AZ"|"332257N"|"1120158W"|"1161"|"Phoenix"|""|"26-FEB-2009"
"Arizona College of Allied Health"|"2517494"|"School"|"Maricopa"|"AZ"|"333359N"|"1120915W"|"1207"|"Glendale"|""|"26-FEB-2009"
"Arizona Connections Academy Charter School"|"2467215"|"School"|"Maricopa"|"AZ"|"332343N"|"1114721W"|"1234"|"Mesa"|""|"16-JUL-2008"
"Arizona Desert Elementary School"|"2467216"|"School"|"Maricopa"|"AZ"|"332700N"|"1121501W"|"1017"|"Tolleson"|""|"16-JUL-2008"
"Arizona Lutheran Academy"|"2517698"|"School"|"Maricopa"|"AZ"|"332327N"|"1120703W"|"1066"|"Phoenix"|""|"26-FEB-2009"
"Arizona Montessori Charter School at Anthem"|"2467217"|"School"|"Maricopa"|"AZ"|"333310N"|"1120608W"|"1197"|"Sunnyslope"|""|"16-JUL-2008"
"Arizona School for fhe Arts"|"2467218"|"School"|"Maricopa"|"AZ"|"332749N"|"1120415W"|"1089"|"Phoenix"|""|"16-JUL-2008"
"Arizona State University Downtown Phoenix Campus"|"2061699"|"School"|"Maricopa"|"AZ"|"332711N"|"1120425W"|"1086"|"Phoenix"|""|"22-FEB-2005"
"Arizona State University Polytechnic Campus"|"2061703"|"School"|"Maricopa"|"AZ"|"331826N"|"1114042W"|"1339"|"Higley"|""|"22-FEB-2005"
"Arizona State University Polytechnic Campus Academic Center Building"|"2672035"|"School"|"Maricopa"|"AZ"|"331826N"|"1114042W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Administration Building"|"2672036"|"School"|"Maricopa"|"AZ"|"331826N"|"1114046W"|"1335"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Agribusiness Center"|"2672037"|"School"|"Maricopa"|"AZ"|"331818N"|"1114043W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Applied Arts Pavilion"|"2672038"|"School"|"Maricopa"|"AZ"|"331823N"|"1114034W"|"1342"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Engineering Studio"|"2672039"|"School"|"Maricopa"|"AZ"|"331819N"|"1114045W"|"1335"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Exercise and Wellness Building"|"2672040"|"School"|"Maricopa"|"AZ"|"331819N"|"1114026W"|"1342"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Health Sciences Center"|"2672041"|"School"|"Maricopa"|"AZ"|"331831N"|"1114055W"|"1332"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Interdisciplinary Science and Technology Building 3"|"2672042"|"School"|"Maricopa"|"AZ"|"331818N"|"1114023W"|"1342"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Peralta Hall"|"2672043"|"School"|"Maricopa"|"AZ"|"331821N"|"1114045W"|"1335"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Picacho Hall"|"2672044"|"School"|"Maricopa"|"AZ"|"331823N"|"1114045W"|"1335"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Santa Catalina Hall"|"2672045"|"School"|"Maricopa"|"AZ"|"331821N"|"1114035W"|"1342"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Santan Hall"|"2672046"|"School"|"Maricopa"|"AZ"|"331821N"|"1114042W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Simulator Building"|"2672047"|"School"|"Maricopa"|"AZ"|"331836N"|"1114020W"|"1345"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Student Union"|"2672048"|"School"|"Maricopa"|"AZ"|"331826N"|"1114038W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Sutton Hall"|"2672049"|"School"|"Maricopa"|"AZ"|"331823N"|"1114038W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Technology Center"|"2672050"|"School"|"Maricopa"|"AZ"|"331819N"|"1114049W"|"1335"|"Higley"|""|"13-JUL-2011"
"Arizona State University Polytechnic Campus Wanner Hall"|"2672051"|"School"|"Maricopa"|"AZ"|"331821N"|"1114038W"|"1339"|"Higley"|""|"13-JUL-2011"
"Arizona State University Tempe Campus"|"777"|"School"|"Maricopa"|"AZ"|"332511N"|"1115601W"|"1161"|"Tempe"|""|"27-JUN-1984"
"Arizona State University West Campus"|"2061702"|"School"|"Maricopa"|"AZ"|"333630N"|"1120935W"|"1250"|"Glendale"|""|"22-FEB-2005"
"Arizona State University West Campus Faculty Administration Building"|"2672052"|"School"|"Maricopa"|"AZ"|"333631N"|"1120933W"|"1250"|"Glendale"|""|"13-JUL-2011"
"Arizona State University West Campus Sands Classroom Building"|"2672053"|"School"|"Maricopa"|"AZ"|"333628N"|"1120937W"|"1247"|"Glendale"|""|"13-JUL-2011"
"Arizona State University West Campus University Center Building"|"2672054"|"School"|"Maricopa"|"AZ"|"333632N"|"1120938W"|"1247"|"Glendale"|""|"13-JUL-2011"
"Arlington Elementary School"|"791"|"School"|"Maricopa"|"AZ"|"332140N"|"1124901W"|"909"|"Arlington"|""|"08-FEB-1980"
"Arlington Elementary School"|"14197"|"School"|"Maricopa"|"AZ"|"331805N"|"1124648W"|"778"|"Arlington"|""|"27-JUN-1984"
"Arredondo Elementary School"|"14201"|"School"|"Maricopa"|"AZ"|"332303N"|"1115459W"|"1184"|"Tempe"|""|"27-JUN-1984"
"Arrowhead Elementary School"|"2467219"|"School"|"Maricopa"|"AZ"|"333913N"|"1121308W"|"1234"|"Hedgpeth Hills"|""|"16-JUL-2008"
"Arrowhead Elementary School"|"14205"|"School"|"Maricopa"|"AZ"|"333724N"|"1115957W"|"1430"|"Paradise Valley"|""|"27-JUN-1984"
"Arroyo Elementary School"|"14206"|"School"|"Maricopa"|"AZ"|"333520N"|"1120924W"|"1227"|"Glendale"|""|"27-JUN-1984"
"Arthur M Hamilton Elementary School"|"2467220"|"School"|"Maricopa"|"AZ"|"332549N"|"1120611W"|"1056"|"Phoenix"|""|"16-JUL-2008"
"Ascending Roots Scholastic and Athletic Premise School"|"2467221"|"School"|"Maricopa"|"AZ"|"333610N"|"1120706W"|"1283"|"Sunnyslope"|""|"16-JUL-2008"
"Ashland Ranch Elementary School"|"2466628"|"School"|"Maricopa"|"AZ"|"331853N"|"1114550W"|"1266"|"Chandler"|""|"16-JUL-2008"
"Ashton Ranch Elementary School"|"2517839"|"School"|"Maricopa"|"AZ"|"333705N"|"1122352W"|"1234"|"Waddell"|""|"26-FEB-2009"
"Atkinson Sixth Grade Center"|"2466629"|"School"|"Maricopa"|"AZ"|"332949N"|"1121014W"|"1115"|"Fowler"|""|"16-JUL-2008"
"Augusta Ranch Elementary School"|"2517746"|"School"|"Maricopa"|"AZ"|"332202N"|"1113753W"|"1437"|"Higley"|""|"26-FEB-2009"
"Augustus H Shaw Elementary School"|"2466630"|"School"|"Maricopa"|"AZ"|"332657N"|"1120313W"|"1093"|"Phoenix"|""|"16-JUL-2008"
"Austin Centers for Exceptional Students"|"2517559"|"School"|"Maricopa"|"AZ"|"333543N"|"1121219W"|"1184"|"Glendale"|""|"26-FEB-2009"
"Avondale Elementary School"|"14208"|"School"|"Maricopa"|"AZ"|"332605N"|"1122103W"|"971"|"Tolleson"|""|"27-JUN-1984"
"Avondale Junior High School"|"14209"|"School"|"Maricopa"|"AZ"|"332640N"|"1122058W"|"974"|"Tolleson"|""|"27-JUN-1984"
"Awakening Seed School"|"2517646"|"School"|"Maricopa"|"AZ"|"332310N"|"1115947W"|"1161"|"Tempe"|""|"26-FEB-2009"
"Aztec Elementary School"|"2466631"|"School"|"Maricopa"|"AZ"|"333634N"|"1115158W"|"1463"|"Sawik Mountain"|""|"16-JUL-2008"
"Bales Elementary School"|"2466632"|"School"|"Maricopa"|"AZ"|"332311N"|"1123548W"|"912"|"Valencia"|""|"16-JUL-2008"
"Balsz Elementary School"|"14213"|"School"|"Maricopa"|"AZ"|"332741N"|"1115921W"|"1168"|"Tempe"|""|"27-JUN-1984"
"Barbara B Robey Elementary School"|"2517857"|"School"|"Maricopa"|"AZ"|"333047N"|"1121952W"|"1043"|"El Mirage"|""|"26-FEB-2009"
"Barbara Bush Elementary School"|"2517515"|"School"|"Maricopa"|"AZ"|"332647N"|"1114326W"|"1378"|"Buckhorn"|""|"26-FEB-2009"
"Barcelona Middle School"|"1022"|"School"|"Maricopa"|"AZ"|"333156N"|"1120917W"|"1165"|"Glendale"|""|"08-FEB-1980"
"Barcelona North School"|"14214"|"School"|"Maricopa"|"AZ"|"333159N"|"1120918W"|"1165"|"Glendale"|""|"27-JUN-1984"
"Barcelona South School"|"14215"|"School"|"Maricopa"|"AZ"|"333153N"|"1120919W"|"1165"|"Glendale"|""|"27-JUN-1984"
"Barry Goldwater High School"|"2517592"|"School"|"Maricopa"|"AZ"|"334040N"|"1120708W"|"1384"|"Union Hills"|""|"26-FEB-2009"
"Basha Elementary School"|"2517762"|"School"|"Maricopa"|"AZ"|"331515N"|"1115127W"|"1207"|"Chandler"|""|"26-FEB-2009"
"Basha High School"|"2517763"|"School"|"Maricopa"|"AZ"|"331314N"|"1114528W"|"1283"|"Gila Butte"|""|"26-FEB-2009"
"Bell Canyon Charter School"|"2466635"|"School"|"Maricopa"|"AZ"|"333905N"|"1120657W"|"1355"|"Union Hills"|""|"16-JUL-2008"
"Bellair Elementary School"|"2466636"|"School"|"Maricopa"|"AZ"|"333847N"|"1120940W"|"1289"|"Hedgpeth Hills"|""|"16-JUL-2008"
"Benchmark School"|"2466637"|"School"|"Maricopa"|"AZ"|"333712N"|"1115936W"|"1427"|"Paradise Valley"|""|"16-JUL-2008"
"Benjamin Franklin Charter School"|"2517650"|"School"|"Maricopa"|"AZ"|"332730N"|"1114847W"|"1230"|"Mesa"|""|"26-FEB-2009"
"Benjamin Franklin Charter School"|"2517687"|"School"|"Maricopa"|"AZ"|"332011N"|"1114710W"|"1243"|"Chandler"|""|"26-FEB-2009"
"Benjamin Franklin Charter School - Queen Creek"|"2517499"|"School"|"Maricopa"|"AZ"|"331535N"|"1113700W"|"1424"|"Desert Well"|""|"26-FEB-2009"
"Bennett Academy"|"2466638"|"School"|"Maricopa"|"AZ"|"333129N"|"1120722W"|"1165"|"Sunnyslope"|""|"16-JUL-2008"
"Bernard Black Elementary School"|"2466639"|"School"|"Maricopa"|"AZ"|"332315N"|"1120704W"|"1070"|"Phoenix"|""|"16-JUL-2008"
"Bethany Bible School"|"1267"|"School"|"Maricopa"|"AZ"|"333132N"|"1120459W"|"1155"|"Sunnyslope"|""|"08-FEB-1980"
"Bethany Learning Center"|"2517613"|"School"|"Maricopa"|"AZ"|"332155N"|"1115344W"|"1194"|"Guadalupe"|""|"26-FEB-2009"
"Bethel School"|"1268"|"School"|"Maricopa"|"AZ"|"333226N"|"1120518W"|"1178"|"Sunnyslope"|""|"08-FEB-1980"
"Bethune School"|"2467506"|"School"|"Maricopa"|"AZ"|"332604N"|"1120532W"|"1063"|"Phoenix"|""|"16-JUL-2008"
"Bethune School"|"1269"|"School"|"Maricopa"|"AZ"|"332601N"|"1120530W"|"1063"|"Phoenix"|""|"08-FEB-1980"
"Betty H Fairfax High School"|"2517787"|"School"|"Maricopa"|"AZ"|"332218N"|"1121055W"|"1014"|"Laveen"|""|"26-FEB-2009"
"Bicentennial North Elementary School"|"2466640"|"School"|"Maricopa"|"AZ"|"333056N"|"1121255W"|"1106"|"Glendale"|""|"16-JUL-2008"
"Bicentennial South Elementary School"|"2466641"|"School"|"Maricopa"|"AZ"|"333048N"|"1121255W"|"1102"|"Glendale"|""|"16-JUL-2008"
"Bioscience High School"|"2517676"|"School"|"Maricopa"|"AZ"|"332722N"|"1120401W"|"1089"|"Phoenix"|""|"26-FEB-2009"
"Black Canyon School"|"2517721"|"School"|"Maricopa"|"AZ"|"334225N"|"1120714W"|"1430"|"Union Hills"|""|"26-FEB-2009"
"Black Mountain Elementary School"|"2517720"|"School"|"Maricopa"|"AZ"|"334708N"|"1115713W"|"2087"|"Cave Creek"|""|"26-FEB-2009"
"Bogle Junior High School"|"2517718"|"School"|"Maricopa"|"AZ"|"331546N"|"1115210W"|"1201"|"Chandler"|""|"26-FEB-2009"
"Booker T Washington School"|"1832"|"School"|"Maricopa"|"AZ"|"332649N"|"1120322W"|"1093"|"Phoenix"|""|"08-FEB-1980"
"Bostrom Alternative Center"|"2466642"|"School"|"Maricopa"|"AZ"|"332919N"|"1120658W"|"1112"|"Phoenix"|""|"16-JUL-2008"
"Boulder Canyon High School"|"2466643"|"School"|"Maricopa"|"AZ"|"332340N"|"1113636W"|"1532"|"Apache Junction"|""|"16-JUL-2008"
"Boulder Creek Elementary School"|"2517747"|"School"|"Maricopa"|"AZ"|"332135N"|"1113938W"|"1371"|"Higley"|""|"26-FEB-2009"
"Boulder Creek Elementary School"|"2466644"|"School"|"Maricopa"|"AZ"|"334137N"|"1120207W"|"1545"|"Union Hills"|""|"16-JUL-2008"
"Boulder Creek High School"|"2517792"|"School"|"Maricopa"|"AZ"|"335109N"|"1120827W"|"1781"|"Biscuit Flat"|""|"26-FEB-2009"
"Bourgade Catholic High School"|"1883"|"School"|"Maricopa"|"AZ"|"333017N"|"1120735W"|"1135"|"Glendale"|""|"08-FEB-1980"
"Bret R Tarver School"|"2466645"|"School"|"Maricopa"|"AZ"|"332956N"|"1121015W"|"1119"|"Fowler"|""|"16-JUL-2008"
"Bridgepoint Education Center"|"2466646"|"School"|"Maricopa"|"AZ"|"333035N"|"1115926W"|"1260"|"Paradise Valley"|""|"16-JUL-2008"
"Bright Beginnings School"|"2466647"|"School"|"Maricopa"|"AZ"|"331831N"|"1115227W"|"1201"|"Chandler"|""|"16-JUL-2008"
"Brimhall Junior High School (historical)"|"2466648"|"School"|"Maricopa"|"AZ"|"332333N"|"1114330W"|"1309"|"Buckhorn"|""|"16-JUL-2008"
"Brinton Elementary School"|"2517738"|"School"|"Maricopa"|"AZ"|"332347N"|"1113459W"|"1585"|"Apache Junction"|""|"26-FEB-2009"
"Broadmor Elementary School"|"14239"|"School"|"Maricopa"|"AZ"|"332418N"|"1115600W"|"1171"|"Tempe"|""|"27-JUN-1984"
"Brophy College Preparatory School"|"1989"|"School"|"Maricopa"|"AZ"|"333016N"|"1120417W"|"1129"|"Sunnyslope"|""|"08-FEB-1980"
